filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
078.wav,0.279045194,0.045454439,1266.501763,1605.803531,2506.236173,0.062266662,-268.4293213,156.2075958,-7.039045334,33.68980408,-5.444349289,-2.868050098,-11.21984386,1.475165844,-8.009811401,-2.056088924,-7.47364378,3.5261693,-1.396413326,-2.766087294,-2.444446325,6.239972591,-3.605032921,-2.765810728,-3.997306585,5.052620888
079.wav,0.268284857,0.03428597,1082.667396,1483.558044,2080.807441,0.0542297,-302.3723755,162.5437622,-16.71943092,31.93018532,10.11188507,6.41431427,3.281515121,6.847167492,-2.285144091,4.433661461,-8.36783123,1.792294741,0.422580957,0.044449624,-5.187012196,0.824700534,-2.309334993,-3.482786894,-8.950437546,3.534403086
080.wav,0.235860437,0.017796393,1437.052715,1682.63896,2651.068585,0.064447867,-383.3901672,119.307869,-30.29636383,17.51767349,-6.401210308,-10.80139542,-11.32949066,-5.862448692,-10.43297958,-4.919241428,-12.14948177,0.889847338,-5.120980263,-13.83028889,-15.42263222,-4.995583534,-8.219531059,-4.346979618,-8.870646477,-2.578748941
081.wav,0.283269167,0.050943561,801.7329009,1194.972969,1327.753869,0.036829928,-312.7153931,175.6873322,-1.282567024,33.30709839,2.984938145,2.996936321,-0.892550826,-7.149001122,-6.272900581,-9.253252983,-9.96626091,-8.192615509,-10.10765076,-11.36748219,-8.60315609,-5.95255661,-4.554952145,-3.986224413,-4.860616207,-1.713088155
082.wav,0.362699121,0.041764583,844.5924308,1446.31326,1445.076698,0.02996845,-354.5490112,158.8913116,19.94599533,36.44311905,5.688592911,8.599983215,5.095863342,3.704523087,1.055202961,3.76970768,0.878172338,2.921328306,-2.112445831,-3.054340363,-3.629942894,0.351224482,-0.833741903,-1.082596183,-5.089350224,1.270993114
083.wav,0.283784807,0.068334274,1501.888373,1777.543838,3064.60193,0.07922306,-203.0183716,136.7231903,-17.77914238,38.71567917,4.148574352,9.412160873,-5.820799828,5.2870121,-4.884530544,5.014874458,-4.106409073,3.762157679,-0.157638341,-1.99697113,-4.337963581,2.444607258,-3.467162609,4.514089584,-3.05056715,1.451905727
084.wav,0.201370448,0.018483771,1289.827759,1498.012378,2221.688232,0.07095459,-401.2723694,145.2361755,-12.55252266,13.11986446,-9.566791534,-6.495648861,-4.684125423,-4.224836826,-10.90335751,-2.402405977,-2.512453318,2.430373192,9.882651329,7.675293922,9.17746067,8.35710907,6.676849365,7.030516148,-4.773347855,-10.01805973
085.wav,0.301267117,0.032566193,919.2713525,1451.117356,1760.092015,0.038349213,-318.9251404,166.0318451,-9.919269562,32.4912529,20.60527039,11.32693577,3.638258219,6.357773781,4.617196083,9.21985817,-3.468706846,0.314859003,-4.622730255,0.035460766,-2.413403749,4.039444447,-2.394888163,2.34010601,-4.549789429,1.190761566
086.wav,0.224893153,0.058348272,488.7856127,622.4023113,649.6573588,0.035108407,-388.5081177,201.4875793,45.93391418,3.857039928,6.13243103,-3.919037819,-10.12747097,-14.12172413,-14.89456463,-7.901655674,-5.930970669,-11.91424847,-12.28860474,-7.676836491,-9.096772194,-10.06909084,-4.238184929,-2.3150177,-7.502476692,-9.474849701
087.wav,0.248979047,0.050953325,717.0495198,1077.349669,1006.77169,0.046194306,-349.4593811,187.8419189,14.76683998,40.48587036,-3.576300383,-10.64927101,-12.95818615,-7.92727232,-3.574320316,0.393405944,-8.182139397,-6.943463326,-9.295454025,-7.56250906,-3.881095886,-3.662010431,-1.937764406,5.002525806,0.170311689,-2.972585201
088.wav,0.186814621,0.014405131,1519.662864,1726.518725,2719.585357,0.086456299,-403.0067444,122.4004135,-20.49786758,17.87016106,-10.87775707,2.190480232,-3.067316771,9.200199127,-0.255219549,-1.320962429,-7.549721241,2.100512266,4.306892872,-0.502126038,-1.667234659,3.503718615,0.601586401,9.558950424,2.748939753,0.128949136
089.wav,0.186479494,0.058241688,1446.417186,1680.511845,2434.176596,0.071914517,-366.9010315,88.78945923,1.418234587,27.97363091,9.784808159,-2.174604893,-7.803412914,-21.27740479,-21.66864586,-9.283840179,-22.7383461,7.984689713,6.632100105,12.13249111,8.947127342,3.171432972,4.197273731,-0.341237158,0.7668823,6.852259159
090.wav,0.294101506,0.079254657,1218.893033,1940.344847,2479.445293,0.040229218,-267.1121216,117.9768753,31.82174301,46.37184525,20.28483963,12.92991924,8.025362015,8.404813766,3.25667119,6.062729359,-6.18400526,7.098397732,-0.559875786,2.048779488,-6.968598366,4.162891865,0.944068909,-1.396034718,1.275708914,14.17660332
091.wav,0.472927988,0.099833503,1643.231611,1843.006091,3310.121433,0.08676687,-135.041275,136.5782776,-18.02401733,28.68203735,-3.452533484,12.59756851,3.061850309,5.570649147,1.768214703,2.955183506,-3.177334309,3.907483339,1.13801229,3.845844269,-0.029385332,2.978688717,-1.540430427,2.028176308,-4.193706512,4.079390049
092.wav,0.351552546,0.021930255,1721.264797,1891.714798,3510.194549,0.080097082,-289.4367065,123.3551636,-25.76639175,36.34593201,-7.990012169,-3.210599899,-8.009739876,-2.879528046,-7.309078217,-1.068928003,-14.37047291,-8.188913345,-10.04765892,-7.205924511,-5.138745308,-0.007896223,-2.934426069,-0.755627215,-9.063272476,-5.196367264
093.wav,0.29590109,0.115794934,752.7691226,1272.654906,1360.595533,0.026313463,-246.2635803,180.0404968,-3.725193262,28.3531208,16.84194183,11.57218361,1.805478692,9.144390106,2.962316036,4.139396191,-6.731635571,-4.345931053,1.155286312,5.031562805,0.851022899,2.164871693,6.360844135,1.996610761,-5.023665428,8.347764015
094.wav,0.217195973,0.043066472,2412.379149,1975.794473,4099.67916,0.152705022,-302.9961243,49.93535614,-56.22473526,18.85170937,7.455306053,30.65316582,9.087830544,0.556672394,-7.962365627,18.93757629,-8.283084869,-13.1300745,5.402084827,19.50049019,-0.852820396,3.388860941,-0.791128159,4.914915085,6.534680843,3.427791834
095.wav,0.496550351,0.084530927,859.3539378,1297.578336,1670.460559,0.030839724,-253.5950012,170.7676697,-12.31450558,28.39357376,17.1916523,24.54245567,6.800804615,3.648787022,2.805244923,5.547508717,7.802749157,-1.517294765,4.687232018,1.849044561,2.256182194,6.712025166,-3.839185953,0.985396206,2.540086985,1.970889091
096.wav,0.366544038,0.016898327,1151.939325,1440.800351,2204.597323,0.05135566,-332.1760559,170.415741,-30.59281731,27.06349564,-2.71248436,-5.712223053,-5.300614357,-2.161108494,-4.412869453,-3.249638319,-10.21008205,0.26559785,-3.720234156,-1.456302285,-2.835190773,0.202955291,-0.521698713,5.520353794,-1.798099756,4.095548153
097.wav,0.500088811,0.027462402,2694.113288,2806.767187,6026.845403,0.086279297,-262.043457,68.59871674,9.278884888,32.96377945,11.22447681,21.84161568,0.154107153,11.00217915,5.808609009,7.713454723,0.10328085,7.123978138,-4.227592468,1.481817126,-2.559924841,1.826512337,-8.223265648,-4.772488594,-3.566731453,2.145189762
098.wav,0.607340574,0.093320757,518.3217373,937.9825264,994.9168044,0.020381611,-289.221344,201.9839478,-5.259562016,31.60034943,26.07118416,14.33251381,11.26023769,2.80358839,11.35222912,10.53352356,11.38928413,15.66449261,4.88097477,-5.047175407,-7.431340694,-2.371902943,4.291908741,2.226500988,2.475288391,9.946821213
099.wav,0.290686876,0.077948861,1703.752004,1901.556107,3495.40268,0.103575577,-233.9565887,117.8181152,4.824962616,51.24462509,6.943617821,17.68912697,7.761321545,11.579916,-0.209372982,8.691470146,-4.210106373,3.075137615,8.507226944,8.530398369,-0.465051144,-1.117824793,-7.029613972,4.991893768,-9.422014236,-12.24184704
100.wav,0.298988044,0.015234758,2182.65775,1942.512647,4017.499,0.118979647,-319.932373,84.18765259,-50.82221222,17.61307526,-24.68729019,-14.84985638,-16.51165581,-3.808022499,-8.904515266,-0.918480814,-12.3457222,-0.111621201,-2.6528759,0.998864353,1.667544603,7.893650055,0.096268684,2.445752382,-8.454787254,-1.464021087
101.wav,0.376074493,0.025231954,329.0347087,885.5808073,460.4627028,0.015725661,-546.8748169,176.8343964,95.95500946,52.86540985,22.03185272,15.77513981,5.206674576,3.975213766,-0.790679574,-0.90486151,1.368880749,5.011214733,3.176569939,3.851028442,-2.399760485,-2.949220896,-3.875,0.431437194,0.13427183,3.713363171
102.wav,0.300344199,0.064281464,1789.119519,1971.233858,3525.325509,0.090843728,-214.9918518,112.4052582,-18.35579109,33.18621445,4.733556747,4.548511028,-2.79516387,4.75080204,-0.158714816,9.319225311,-7.255748272,-2.807483196,-4.888182163,3.693578482,3.933931112,2.799896717,-4.331094265,6.56805706,-1.241437554,-8.310646057
103.wav,0.301020771,0.074576698,2330.583784,2320.421418,4702.280206,0.126527002,-153.0644836,88.8232193,-13.34758472,29.44935036,7.161778927,13.39234161,-2.027545214,3.901609182,6.688400745,11.0358572,-8.181554794,-3.311353445,-0.538531542,0.035893165,-5.977898598,5.472484589,-0.660119951,5.808876991,-0.299401969,-2.230767488
104.wav,0.322333336,0.041071434,1489.595237,1644.500042,2916.076059,0.081958383,-250.2264404,142.1055603,-33.82146454,29.62259102,-5.427331924,-1.917521834,-4.530325413,-5.330476284,-6.375637054,-1.963234663,-8.846570015,2.909344673,-0.273381263,-1.484779,-5.865636826,-0.698936105,1.014600039,5.23825407,-1.179482102,-2.757294655
105.wav,0.367928565,0.094916679,1034.001573,1247.447111,2005.817871,0.072155198,-199.2527313,180.3970947,-36.0269928,49.22494888,-1.588652015,20.38529205,1.862569809,0.123803407,6.6656394,2.729584694,4.486483574,-1.224035501,1.622104645,0.376439065,2.696006775,4.631427765,-0.999847293,0.554216564,1.483637333,6.805867672
106.wav,0.32483834,0.012629785,1317.589279,1677.324777,2585.491699,0.048674129,-396.3353271,132.3921204,-32.21094513,25.37267113,2.15412569,8.324199677,-0.138553187,3.492309093,-6.201895237,-3.371905327,-6.07254982,-0.532779992,5.725333691,7.268465519,6.30449152,17.70269012,14.31709862,14.86108494,3.315501451,-8.256654739
107.wav,0.266927063,0.01145025,1208.743854,1270.771869,1997.50119,0.087837492,-424.2773743,169.3720093,-33.94725037,10.50073814,-4.917744637,2.298103809,-5.674086571,-13.77658272,-11.1276207,3.016705513,-5.397725105,-5.638955593,0.794518948,5.709616661,-0.83274585,2.204094887,3.082217455,1.196837425,-3.404160976,-3.130341053
108.wav,0.278053641,0.10541714,2226.555319,2084.374826,4270.733089,0.11818267,-120.6045074,82.14331055,-38.31057358,20.19694138,-4.717386723,3.883793831,-9.091892242,1.738018155,-9.598453522,-5.200962543,-17.97640419,-1.247204423,8.46086216,13.1936779,5.062628746,3.563445807,-8.962002754,-5.922373772,-7.135565281,6.294336796
109.wav,0.470686972,0.058458723,1588.090897,1989.823247,3493.614213,0.049956541,-225.1424713,128.5312958,1.381147265,41.85903549,1.154604197,18.15684319,4.048368931,11.31523418,-0.413827747,8.020730972,3.543867826,6.756141663,-0.416930377,5.80548954,-2.485561848,-1.700833082,-4.007061481,0.646238387,-5.586191654,-3.031033516
110.wav,0.509621382,0.13125968,1949.901358,2303.025863,4124.063325,0.076039621,-78.73548889,108.5077667,-13.64990425,29.03474998,13.18523979,12.26832485,0.260009736,9.843531609,-2.236143827,12.54109478,-1.886587858,6.68436718,0.466651142,3.934889078,-1.576510429,5.864902973,3.143143892,5.694558144,-4.296285152,1.136731744
111.wav,0.325003922,0.117538288,1899.03598,2070.188194,3867.017212,0.094573684,-129.0947418,109.6956863,-18.63072968,23.80241394,-0.122881062,2.477231026,-9.231440544,3.812649727,-10.58444691,-3.309872627,-7.837264061,-1.322342396,-7.298491955,-3.738313913,-5.245436668,-0.668578684,-3.856710196,-2.296623468,-12.17872047,-5.646636486
112.wav,0.238592789,0.003153355,2515.618643,2661.779352,5625.803304,0.120382399,-505.3094482,80.6938858,24.87342262,28.01156235,-9.357676506,7.79256916,-7.70121336,0.952390075,-8.426850319,-7.630246162,-8.731438637,10.51444244,5.335990429,-1.76921165,-9.78700161,-4.505119324,-11.96644306,2.892841101,4.002108574,0.863412738
113.wav,0.402471989,0.051574927,1922.628884,2063.50418,3858.969659,0.093596799,-197.589386,113.8229294,-25.44149971,27.0653019,1.471303344,11.54116249,2.21293354,3.499147177,-2.182549715,3.786595345,-5.245845795,2.552836895,-3.772796869,2.231859922,-2.461943626,1.709084034,-5.561131954,-0.610223711,-6.861285686,-0.927899837
114.wav,0.359837681,0.118639335,1400.864117,1755.773393,2765.163787,0.068916216,-124.6934128,147.9759064,-16.45200348,23.82225609,-5.045362473,8.154035568,-6.693104267,5.424608231,-2.739183426,7.160507202,-1.51253891,4.735474586,0.838258922,7.213256836,0.933581948,3.886748075,-6.093141556,0.966799378,-2.93513751,2.032010317
115.wav,0.391585469,0.045288112,1021.074879,1515.296405,2047.651614,0.03812024,-286.6601563,154.1963959,-4.922602654,33.97954559,11.16247272,10.04358101,1.243580341,6.070903301,1.370994687,2.990603685,-3.561499834,-2.644501686,-3.545010328,0.632721126,0.591044366,5.260927677,6.851947308,6.635853767,0.844381809,-0.026590157
116.wav,0.480019659,0.132240891,1227.531492,2004.833672,2601.585044,0.026397914,-176.3734894,132.1338348,12.610569,29.0388546,12.41418934,19.16066742,3.044605255,13.91808319,2.796922207,9.151939392,3.530630112,8.087069511,2.897330761,7.892059803,0.332595468,5.106369972,-0.101225056,3.491235256,0.881942034,2.653621674
117.wav,0.354367524,0.033465248,855.3210525,1240.411126,1665.924542,0.038272987,-333.2639465,172.4379272,-15.15229225,51.93943405,6.772706509,3.384208918,7.03690958,-1.654766321,1.026120663,3.596133471,0.922443449,4.249929428,2.081468344,-0.901060224,-0.546885073,2.24604845,3.032142162,2.083701134,-0.488860279,3.087287903
118.wav,0.195534691,0.046600975,1000.391118,1244.855585,1954.771513,0.044679391,-300.9459839,175.1059875,-27.48059654,42.52381897,-1.408488512,-0.550848424,-1.391217351,-5.654796124,-3.694315195,-3.234604836,-8.021839142,-3.407269478,-2.284538984,-1.706447959,1.54951942,1.183496594,-0.016104979,1.532906294,1.680917263,3.553746223
119.wav,0.209479615,0.04058129,841.3517267,1109.831959,1322.358482,0.044104073,-349.901123,176.7087402,-6.679421425,21.21216011,0.681792676,-12.45700741,-3.649427891,-3.964988708,-0.72584331,-3.136796474,-4.240088463,-0.167402536,-5.667606354,-9.330518723,-2.98752737,1.117907882,8.732143402,13.43178082,4.345761776,-3.111822367
120.wav,0.16652742,0.030013168,1480.915721,1621.240702,2606.615,0.067368016,-382.760376,93.50513458,-47.12126541,8.343400955,-15.81180954,-9.711087227,-17.15562057,-14.28394794,-12.73570442,0.371657699,2.979927301,10.59448433,12.56256771,14.31572533,4.633439541,-3.002664804,-15.02113724,-16.24435806,-10.90000343,-1.644984007
121.wav,0.419949353,0.079552755,1516.576644,1890.652843,3040.996228,0.065475618,-157.9392853,140.2737274,-11.67717648,16.84723473,-2.123634338,5.884578228,-7.591471195,3.173765898,-8.16873455,-0.478272498,-8.09895134,0.201936603,-5.310896873,0.885632038,-5.388376713,-2.826533318,-7.081896305,-2.9123981,-9.873745918,-2.224024773
122.wav,0.435761303,0.192488462,1475.601804,1883.807562,3045.153809,0.059992764,-72.8717804,139.0120392,-8.998950005,27.33505821,1.85534215,8.693502426,-1.149091482,6.508085251,-3.867741823,5.987804413,-2.10970521,2.685643911,-2.696333885,1.577817321,-5.109219074,1.099150062,-4.209805012,2.938580751,-3.771305799,1.587452412
123.wav,0.379266024,0.146004125,2017.377733,2354.523977,4387.781756,0.087063569,-55.42858124,108.4768448,-6.801454544,25.82243538,0.976991117,7.259670258,-2.012229919,6.434095383,-0.131318167,6.083884716,-3.307240725,3.387131691,-1.839061975,5.096727848,-0.218855664,3.814547062,-3.102053881,5.322947025,-0.25986734,3.68392992
124.wav,0.348797441,0.074529439,1298.521928,1619.938072,2432.904109,0.065269681,-278.977478,115.360527,10.66738987,21.06390953,0.675014675,4.755510807,-2.836487293,1.012009501,-1.069202542,4.154648304,-3.464191437,-4.935501575,-3.878568172,1.485541224,-0.698916554,3.336663246,3.670055151,8.850279808,-0.234607682,-3.745655775
125.wav,0.490744114,0.063753843,1898.197093,2269.309254,4141.646597,0.080376352,-136.1910553,118.411972,-5.8971138,19.84663963,-5.434343338,6.724795818,-6.344277382,2.232577085,-9.313614845,1.437389731,-6.830931664,0.075548038,-6.200060368,1.460394144,-6.227783203,-0.705512226,-6.113698006,1.109211445,-4.164254665,-0.329889566
126.wav,0.361207932,0.082202516,2519.696042,2488.097568,5225.549625,0.129226878,-95.26506805,85.25772858,-16.59162712,16.133955,-6.791181087,-1.723190308,-8.780762672,-1.194678426,-9.831483841,0.00144443,-8.474541664,0.955669343,-4.032021046,2.85855341,-3.215698957,3.214602232,-1.800650835,2.678119898,-4.06371212,0.060202248
127.wav,0.494526446,0.11992953,1751.019721,2131.714921,3645.644129,0.079471645,-81.08456421,125.6613388,-10.86480713,26.77645874,4.731835365,7.193665504,-1.198785067,3.781369686,-2.613429546,5.464341164,-4.311661243,3.366896868,-0.671924591,4.512043953,-0.650575519,4.194324017,-2.161799908,4.394168854,-1.61319685,1.523558259
128.wav,0.290024132,0.164248705,1567.852069,1916.890647,3205.867251,0.08234927,-88.79525757,130.7015228,-13.18568611,32.3235321,5.54780674,7.345313072,-3.174488544,7.77041769,-0.502352178,8.352610588,-5.96112299,0.335476935,-3.475818157,7.878102779,6.233536243,11.01575279,-1.461884141,0.915334284,0.207451791,3.301781178
129.wav,0.462521017,0.087776609,1396.151181,1869.851594,2931.620817,0.050513419,-168.2932587,144.6403351,-6.392625332,21.88859749,6.333739758,16.03100586,-1.158802867,8.175452232,-4.379323006,3.12094903,-4.41701889,3.891409397,-2.594306946,1.520374417,-3.805772066,0.064727843,-1.324549317,4.613671303,-0.315729916,2.606236696
130.wav,0.348060846,0.180241629,1798.050989,1875.377197,3512.612042,0.098653846,-57.88813782,122.0946503,-31.91098022,22.55900192,-11.19365501,4.023934841,-9.108422279,-0.091853589,-10.00608063,-1.193496704,-9.311592102,2.47375679,-2.231845617,0.743369341,-1.582012415,9.511613846,-0.056576397,5.520153522,3.902493954,2.456117153
131.wav,0.3434771,0.182339579,903.4116733,1206.427332,1737.679048,0.039819586,-147.027298,184.9846649,-19.24057388,32.81663513,-1.350447059,2.480494976,-4.615422249,-3.593952417,-2.637094736,-5.035883904,-9.997664452,-0.09637706,-0.661608577,-0.088000186,-5.065384865,-3.306304693,-1.776721835,1.051335812,-4.510373116,1.354212284
132.wav,0.399749845,0.031393453,1278.138389,1794.761593,2567.82074,0.044043716,-272.0826416,147.1244049,-7.909749031,30.57793045,6.343475819,1.313375711,-7.707814217,3.258929491,-1.734734178,-0.692620099,-9.224368095,0.019494971,-7.854762554,-3.252637863,-8.013273239,-1.008881092,-7.652740955,0.136983365,-7.110324383,-0.880724311
133.wav,0.403370351,0.107060745,1391.334587,1834.57956,2895.157998,0.053946863,-150.4207458,145.5624084,-5.86280632,20.92349052,-2.8038311,1.433926821,-6.324402809,3.400979757,-6.468522072,-0.413855821,-5.353975773,0.658984959,-7.392587185,-2.654272318,-8.263174057,-2.105477571,-6.947462559,-1.461833119,-9.742405891,-4.533213615
134.wav,0.352526665,0.111808673,1155.677334,1519.301384,2338.026271,0.049865996,-162.0842896,158.4402924,-20.40579224,39.54195404,-3.710400343,3.743276119,-7.163842201,1.890047312,-8.370911598,0.84157443,-9.118076324,-1.593454003,-2.39989996,-4.311087608,-8.258209229,-3.877871752,-7.756695271,-7.911457062,-12.30123043,-1.329519272
135.wav,0.313800156,0.093908273,1278.573659,1641.256615,2353.11343,0.063004757,-151.9483337,150.1073456,-14.51980686,16.97911835,-8.693332672,-0.258031607,-8.653401375,-2.142103434,-11.66010284,-2.497724771,-11.23255062,-1.709708214,-5.456327438,0.620467842,-2.194345951,1.001341701,-6.353293419,0.034040112,-5.98019886,-2.061978102
136.wav,0.487863332,0.076352119,1586.040064,1884.534095,3281.433059,0.068704957,-158.25383,132.3825836,-22.2947731,33.64827728,1.049603224,10.21852112,-3.142902374,9.087802887,-1.948834419,7.441410065,-5.418606758,4.499391079,-0.341581345,3.598376274,0.160548404,5.032319069,-2.231805563,3.51804781,-2.407433987,2.681113482
137.wav,0.491050661,0.105698436,779.5786362,1166.579299,1543.168189,0.024485306,-220.9630432,191.3274689,-20.94350243,24.2784214,15.53254414,6.037688732,3.528404474,8.17587471,4.846195698,2.911290884,2.383118868,5.888953686,2.629769325,1.742628694,1.085557103,1.830519915,-0.255006969,-0.649677873,-1.241904855,0.782758415
138.wav,0.396945804,0.043127019,1746.519408,1901.819013,3425.39573,0.082295681,-189.5504303,125.1035309,-33.05926514,25.0503521,-6.783450603,-1.853710294,-14.05211258,-4.143126011,-11.4816761,-5.854804993,-15.43817425,-0.32408607,-8.535181999,-3.725404024,-5.142388344,1.697061896,-3.756373882,1.723455071,-7.23139143,0.419022262
139.wav,0.31042248,0.064279452,1823.142776,1849.059965,3390.214791,0.10435408,-171.9504242,112.872467,-34.64116669,15.23975182,-9.935471535,3.02888608,-11.75754356,-3.417709589,-6.700113773,6.614225388,-10.80469227,-8.580998421,-5.960111618,1.588039279,-6.601988316,0.63099879,-4.360238552,5.080535889,-4.349988461,-10.54605389
140.wav,0.473416746,0.130492821,1277.238153,1451.614721,2445.547248,0.061336325,-157.7056122,161.1791534,-43.65367889,39.6969986,18.99097443,7.200175762,12.81986237,11.57036114,-2.561710835,16.84550095,-3.329784393,8.932816505,-5.240455151,2.686559439,-1.871996164,2.886184692,0.230231643,2.04108572,0.044887349,-0.182918906
141.wav,0.325883508,0.057716962,1378.216521,1632.487688,2814.873233,0.051050218,-269.506958,121.0443726,-26.65351295,36.95091629,5.184875011,4.873226166,3.141341448,3.57333374,6.038136482,1.913787365,-4.452199936,4.896341801,5.096796989,4.704655647,5.461025238,5.741464615,2.742688656,4.536447525,-0.578299224,-2.177299261
142.wav,0.505524576,0.074665748,1315.935928,1665.957856,2713.226024,0.050392068,-185.0627441,151.7838287,-25.58654213,32.94342041,1.968619585,11.39712715,-0.5995453,9.22489357,2.072026968,6.986444473,-3.117117882,4.70930481,-0.58461076,2.647292852,2.246599913,4.044961452,-1.771899462,1.47491312,-1.369792819,1.484635949
143.wav,0.369551271,0.110379249,1323.268838,1565.938052,2590.855798,0.078756967,-146.644928,160.6189117,-19.30482674,28.33858681,-8.135748863,3.47198534,-9.731318474,2.081808329,-10.43033028,1.818821192,-2.880122662,2.731519938,-5.739509106,-8.214658737,-9.370802879,-1.706299782,-4.917391777,4.543560505,-8.633961678,-8.708392143
144.wav,0.212227121,0.033645567,2416.238976,1946.404393,4417.394122,0.14297234,-291.9838257,68.3276825,-48.45998001,12.42952538,-16.0669632,-6.757973194,-16.41718483,-2.197561741,0.23369284,8.056083679,-16.624403,-9.081274033,2.400720119,7.231881142,-1.493055701,4.706537247,-3.393580914,9.178985596,-2.149205446,-13.8204298
145.wav,0.375444233,0.038536672,718.5633956,1153.948946,1446.721026,0.024035024,-330.3627625,189.2695465,-18.23583031,52.77458572,11.45392895,7.377540112,6.99034214,5.949480534,5.606513023,5.723376274,0.097399905,3.758503914,2.227347851,-0.15644379,3.911901712,3.034350157,2.334688902,2.131361246,-0.344679326,2.835585833
146.wav,0.312964231,0.046323601,1492.11349,1811.927612,2907.170044,0.068437919,-261.3766785,120.6973267,-21.66977882,21.73925972,-2.120401621,16.93003082,-2.526212215,2.560227871,-3.712162733,-0.405759275,-5.692820072,-1.007079482,-8.207778931,6.018333435,12.12572289,15.83420849,10.19540024,2.015777111,-8.432273865,-0.545757234
147.wav,0.342908442,0.08491385,718.8289767,1108.353361,1307.3632,0.032285957,-274.7764893,183.7789307,-2.059565544,32.10022736,22.10717773,2.240237713,1.386954665,5.616699696,1.346924663,-0.323568702,0.694805622,-6.731367588,-9.965026855,-9.012536049,-5.551440716,-1.428409696,2.643631697,-0.061657544,-5.187888145,-4.728754997
148.wav,0.335170627,0.092790052,1115.585487,1384.802787,2227.336257,0.051933465,-186.5180206,170.5245361,-30.40830612,41.18904877,-0.219727248,3.21724534,-4.60869503,-0.377013326,-3.320778131,-0.074196994,-7.371305466,0.768033266,-1.55360496,-1.371916175,-3.459484816,-1.611564994,-0.27219671,1.965853572,1.011935592,-1.246611953
149.wav,0.289722979,0.081179537,897.9506964,1294.505605,1764.00642,0.032971303,-266.1797791,166.3570251,-12.723423,39.28580093,10.47510624,-1.793172836,2.159128666,-1.288565874,1.660944343,-2.096001148,-6.279979229,-0.298018634,-2.453128099,-1.319523573,4.32575798,0.524617314,-1.042714953,-0.522666037,-6.753652573,-2.586208582
150.wav,0.352159917,0.044253767,902.056323,1215.095585,1748.316835,0.039694305,-305.4235535,183.8398438,-25.09509087,43.98027039,2.929100275,2.866356611,2.82272315,-4.27740097,-3.927934408,-5.056462765,-9.427266121,-3.759974003,-1.433784485,-2.048860073,0.197999015,-1.084623694,-2.030472279,-1.799695611,-5.144525051,-3.049176931
151.wav,0.273198158,0.081428394,988.9327012,1198.581236,1708.455474,0.06338957,-292.2588806,166.9676666,0.428117067,14.07201481,8.843174934,-1.183490157,2.094148397,-1.818216443,-7.520735741,-3.399754047,-4.005153656,-7.315945148,-2.249558687,0.840510845,0.638337255,5.360749245,6.523121834,2.300666571,0.848960102,1.081452489
152.wav,0.30609569,0.056881417,761.5601214,1067.739635,1237.166866,0.046130202,-332.2690125,187.3689117,0.917647541,28.26388741,13.75164127,5.431753159,-7.229529858,-7.207876682,-9.652759552,-6.806928158,-5.455764294,-0.664227724,3.940180302,4.119894981,-5.105220795,-6.138970375,0.704550207,6.717598438,-0.187342063,-6.486918926
153.wav,0.187194511,0.111156814,1922.238717,1894.705372,3547.304001,0.100937621,-224.1638641,83.20195007,-28.93759346,19.56669617,-6.293640614,-4.133836269,-12.00221825,-14.8964901,-3.456101418,14.8200922,-5.173569679,13.75582314,-2.826532125,-9.803184509,-13.19411755,-5.180353165,-10.20864201,-11.24610615,-3.770258427,3.265369892
154.wav,0.403718591,0.100261219,2204.028184,2505.417854,5036.774588,0.094659571,-128.3872528,106.3156815,7.527702808,20.01053429,6.550272942,8.088864326,3.537633657,2.147820473,-1.908688784,-0.089843147,-5.043879509,4.444376945,0.89182812,3.130002022,0.968607843,5.073308468,-4.446230412,1.311182022,-4.680098534,-2.92283988
155.wav,0.264514476,0.026009345,1029.753325,1374.17778,1554.913013,0.055331015,-420.4430847,142.1266327,-15.89713192,3.662003994,2.466359377,-12.70379448,-19.39718628,-17.00276184,-22.07244492,-18.4891777,-8.234517097,5.021690369,6.721443176,12.53556252,13.6512413,16.41157532,2.9823246,6.767505169,23.57498932,45.44520569
156.wav,0.438271493,0.118738756,1461.637221,1859.035555,2975.043908,0.064571064,-168.3775177,122.2157059,-21.3837738,48.43965149,19.71047783,12.60470963,1.60879004,17.03232956,5.468911171,6.372714043,7.629676342,18.60477257,-1.24435091,5.536294937,5.603134155,9.94496727,-1.985184431,1.226485848,-0.707487404,6.473625183
157.wav,0.348545164,0.013084192,2101.530303,1856.467101,3708.64701,0.134070012,-412.116394,83.12410736,-50.75739288,13.4889946,-3.806788683,-2.520287275,-3.929256201,0.640307128,-3.330040216,-6.341085434,-9.548665047,-1.487845898,0.235760972,9.853552818,13.23971462,14.2162075,4.371304989,1.605448484,-12.80444717,-11.99588203
158.wav,0.436508358,0.079599857,1442.326402,2105.116474,2975.390305,0.048487679,-207.4107819,123.4425049,15.96082973,31.52466011,8.032138824,9.366220474,4.214659214,1.304703474,-0.647025943,6.402835369,-4.159613132,9.077730179,-3.451342106,0.415303111,-4.695466518,-0.045343701,-4.590535164,-0.062020335,-5.896750927,-2.517584801
