filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
045.wav,0.259772032,0.032558277,1054.734855,1732.393798,1846.714659,0.032948615,-349.1341553,137.8786926,13.66101837,31.00301552,8.017380714,8.833952904,-1.022636533,11.61573219,3.142774105,1.218286276,-9.800811768,-3.328501463,-10.24767876,-3.175431967,-10.38117027,-7.709021568,-12.47182655,-3.896557808,-6.100655556,0.468540162
046.wav,0.379367977,0.049994007,1234.080258,1655.513173,2414.80964,0.054199219,-237.9371033,149.3887024,-17.76062393,33.4580574,12.83950043,7.89714241,-0.098219819,10.64265251,2.432579756,9.352280617,-7.739211559,1.101457238,-4.682651043,1.503212333,-0.113991946,3.353125572,-1.428123832,3.645828724,-6.120808125,-2.574841738
047.wav,0.191547468,0.019038405,1232.775886,1667.534559,2251.676764,0.055062921,-400.0640869,133.509964,-2.526248217,28.24266434,-9.350543976,-3.238591433,-9.744954109,-7.687803268,-10.7001543,-3.888450861,-11.16141224,2.481795549,8.324028969,14.95901871,12.65123177,10.97677326,-2.378990412,-1.498073816,-3.077261925,2.494807005
048.wav,0.26319617,0.034905374,860.0786288,1265.966546,1440.173753,0.036599309,-352.1203003,169.4286652,2.963325262,28.66119385,0.795231104,3.757595301,-1.053677082,-9.527997971,-3.814156294,-5.929797649,-8.754825592,-7.161973476,-9.302067757,-12.09051228,-6.511987686,-4.286411285,-2.988430738,-1.352762222,-0.774570405,3.42442131
049.wav,0.230405942,0.072631896,1183.000528,1363.476521,2228.54439,0.05478983,-237.9395599,158.4071503,-39.32753372,30.05640793,-6.788530827,-1.448526263,-8.285969734,-10.73591328,-17.32118988,-10.49252224,-16.81747246,-11.5249176,-13.5247364,-6.06953001,-2.351808548,0.449470997,-4.565936565,-4.441170692,-1.595710993,5.947262764
050.wav,0.262109399,0.024806082,957.968052,1445.98455,1634.113861,0.039944528,-424.0416565,151.7394867,6.909057617,29.81273651,-0.542033374,5.366106987,-4.07322073,-6.317171097,-6.205140114,-1.405988455,-6.235608101,-4.972860336,-6.955338478,-6.039523125,-8.377679825,-12.05186653,-13.94798374,-6.767563343,-1.374952078,8.241965294
051.wav,0.211006775,0.067298949,1036.695971,1238.607732,1626.490089,0.060833969,-335.6687927,152.823822,-12.72452736,4.54523325,-11.1325531,-17.81080627,-22.73116493,-11.30769253,-8.508228302,-0.719475091,-6.311493397,-6.216347218,-4.12882185,3.808485746,10.56485367,13.29330063,5.086860657,3.908269644,5.198483944,4.893652916
052.wav,0.288834274,0.089223079,1152.174424,1407.022407,2120.968327,0.058514868,-188.431076,164.127121,-28.61472702,32.61153412,0.345492303,4.118774891,-4.492873192,-4.82381773,-7.240512848,-1.225755572,-9.814070702,-3.902229071,-6.632105827,-1.491565228,0.295103103,4.053086758,-1.701395512,5.97456789,-4.937571049,-0.11225874
053.wav,0.224112913,0.033508629,893.3045194,1431.422196,1493.339183,0.038087247,-377.7261353,146.1775513,12.53882694,24.73622131,14.55059242,11.50978756,8.313040733,-0.496505767,-3.444868088,-4.486204624,-9.315106392,-5.388506413,0.085778855,-2.111604452,-1.43964231,5.726552486,3.051148415,8.801259041,9.887358665,5.247270584
054.wav,0.26053068,0.029812692,1145.517846,1416.559592,2209.194572,0.052616994,-335.6960449,151.7685242,-22.8285923,34.59362411,3.236771584,-2.865396023,-8.722423553,-5.607025623,-5.583271503,-4.47571373,-13.31466389,-5.336627483,1.825717688,1.085877776,2.972850084,-0.061537202,-4.395822048,-3.700479984,-4.501220226,1.96852386
055.wav,0.286700338,0.089130133,865.876943,1359.184602,1335.535184,0.038463201,-237.0037842,171.6045685,9.427921295,34.76406097,-9.576219559,9.427919388,-4.193290234,-3.553001642,-1.821769953,-0.234123006,-11.94057465,-5.020476818,-7.564050198,-1.307898283,-3.814134359,1.294929028,-0.529705226,0.463323385,-5.78273344,1.48920548
056.wav,0.266827643,0.03331608,1425.806485,1764.879283,2995.053223,0.073563702,-288.0065308,139.2649078,-8.718812943,38.66197205,-2.543805838,19.89995003,-4.4021101,-3.425476313,-5.537857533,5.435777187,4.436729908,19.45965195,-9.233148575,-2.080688715,-4.811012745,-3.408806324,-7.698713779,-2.415857792,2.425099134,-4.122572899
057.wav,0.379631668,0.023792671,675.9461078,1169.735828,1034.67041,0.036757061,-437.3194275,173.4795837,36.62642288,11.39849186,2.65193367,8.229944229,13.75291443,4.414892673,1.512714982,-1.215131879,-7.354514599,-9.166968346,-3.037118673,5.714920521,13.12613583,10.10942841,-0.732735515,-4.512951374,0.773984194,10.26155567
058.wav,0.231003493,0.065830648,1447.577974,1644.566179,2436.152344,0.079442363,-239.2006683,127.6365509,-27.36784554,3.389394283,-22.53851318,-4.438643932,-11.57902145,-8.486423492,-18.93812943,2.154934168,-0.306764454,3.64387536,-7.232596874,-8.311301231,-10.04400349,2.872970104,-1.901889682,6.269300938,6.744149208,18.38242149
059.wav,0.28916958,0.024328111,1035.691372,1461.553955,1896.909555,0.043372145,-364.8616943,155.3848572,-8.780492783,31.25299835,-2.205465555,-3.803403616,-6.142773628,-9.326660156,-8.759142876,-1.052990913,-9.602541924,-3.955455303,-16.7725029,-19.51639366,-20.91267395,-6.029423237,-2.297784567,-4.691256523,-2.616313219,10.12836647
060.wav,0.244759679,0.063623339,1501.45673,1842.05249,3147.911315,0.062793539,-253.3219299,117.22155,-8.945344925,24.48023987,-24.99526978,1.026157975,-11.38785839,-1.765818834,-6.623946667,-3.298132896,-10.29217815,-1.819781184,-12.09298801,-14.13319778,-14.80165863,-6.308225155,-8.128606796,-2.389009953,-7.841873169,-0.579147637
061.wav,0.200777367,0.031427592,1391.865026,1590.020635,2510.401058,0.070898123,-344.9475098,126.6065369,-31.10979652,21.2120266,-0.190743893,-1.314928293,-8.243122101,-1.169289112,-4.243276596,-0.422829926,-12.72975159,-8.617185593,-7.118641376,-0.054774243,-2.038004398,-1.14706111,-6.113931179,-0.178451881,-4.862445354,4.549004555
062.wav,0.319539517,0.072764322,800.1160039,1249.420994,1208.796852,0.036398121,-271.1375732,182.3930817,8.43488884,28.78600883,-7.470876217,6.854422092,-6.897739887,-7.787748814,-7.558645725,-1.186970472,-7.062906265,-2.287964821,-1.301257372,0.562652528,-5.714757919,-4.147123337,-3.899762154,-4.479911804,-7.292603016,-4.028570175
063.wav,0.213237524,0.047749016,753.0660786,1168.611662,1114.547817,0.038807725,-370.8375244,184.3023987,17.58985138,4.528893471,8.649201393,1.887891531,-2.312670231,-9.373233795,-13.25329304,2.572525024,0.586206555,-1.567494988,-10.87927055,-7.199903965,-2.368044853,-4.522605896,-6.69005394,-6.619902611,-3.67565465,-2.576889992
064.wav,0.215179041,0.012246132,1714.599804,1735.910527,3289.114464,0.083941072,-455.5253296,101.6745987,-34.77344513,39.32847595,-5.300749302,-7.015239716,-9.437371254,-6.435856819,-15.04390621,-13.14192867,-16.78159714,0.560115695,3.399434566,12.25087833,17.68821335,13.2030859,5.292297363,5.903452873,0.886873841,-2.042219639
065.wav,0.26287654,0.036552977,588.4095524,876.6513009,861.195613,0.033672626,-415.8628845,203.7201385,21.24624634,14.7944355,22.86997604,-5.807330132,-8.981500626,-6.445410728,-15.47785759,-14.44655228,-4.402201176,-6.129090309,-14.49537086,-15.06007481,-9.511320114,-2.797158957,1.641133428,0.917426407,-5.386445522,-11.61372089
066.wav,0.238722458,0.013121071,1104.276479,1290.434734,1902.685681,0.062490145,-427.2360229,157.7781525,-37.16727829,17.16269302,-0.371674746,-9.202940941,-8.960167885,-11.53928375,-14.65267563,-7.341088295,-4.250998974,-4.42211628,-3.78408432,-0.061161034,-3.006155729,0.815374017,0.740990996,3.931070328,3.222431898,5.640964508
067.wav,0.283200622,0.067265779,1023.021628,1352.487909,1902.424336,0.050308461,-234.6413727,172.8925934,-18.64866829,38.18608093,4.412176132,0.512730181,-4.041385174,-4.154372692,-4.676348209,0.99783051,-7.691124439,-0.318826437,-4.620859146,1.783265471,1.421362519,2.083411694,-5.004607201,2.468643904,-6.377134323,0.533901691
068.wav,0.264944285,0.035070777,609.7038934,995.46887,819.669659,0.033158804,-414.8134766,198.9006042,28.1411171,16.85203743,14.68333721,-1.616078019,-9.011872292,-11.26697254,-16.03686333,-12.37179375,-3.579169273,-4.36340189,-11.81837749,-13.90419579,-10.5608139,-5.129737377,0.958294749,1.475855589,-5.868478775,-10.66601276
069.wav,0.280549198,0.039179545,1020.954812,1248.89349,1928.277635,0.057449106,-306.8198242,179.3205109,-27.66951942,38.9798317,4.208790779,1.306641579,-5.644608498,-5.055862427,0.149228379,3.246537209,-13.17842388,-4.216315746,-4.636031628,-4.693239212,-1.950531006,2.630475283,1.699301362,0.086285867,-13.34544754,-4.684261322
070.wav,0.216667965,0.087111734,1388.155181,1657.990526,2524.304433,0.066377047,-315.3478699,97.07117462,11.43640232,39.65972137,12.67132473,-0.974565566,4.189442158,-4.405064106,-4.305790424,9.774908066,-3.834052801,6.423541546,-3.570594072,-7.866723537,2.43195653,9.664225578,4.698071003,2.440901041,-6.290843487,-1.2229352
071.wav,0.174634412,0.012226142,1416.230368,1753.26751,2403.218801,0.075284341,-474.1220703,133.8649902,13.78419209,5.864223957,-13.17902088,-6.695204735,-8.059844971,1.633370399,-3.978272438,-0.512181401,-6.245318413,-3.691226721,2.657325268,11.13737774,7.133631229,8.601397514,0.488337696,2.75944519,5.312241077,12.87522793
072.wav,0.235518038,0.026405575,942.1467833,1359.637574,1561.538345,0.041980953,-369.4468689,149.0596008,10.80222511,18.57718086,9.013816833,-4.052073479,-0.639543831,-5.272652149,-4.346253872,-6.043653965,-9.770506859,-6.756311893,-5.352163792,-5.705339909,-0.236500487,5.005970001,4.569384098,-0.22566177,-5.998062134,-6.202379227
073.wav,0.256897539,0.031960595,1498.668703,1780.171554,3044.137404,0.068930538,-293.4073792,127.9470444,-13.5669899,34.89826584,-6.824878216,-2.384013891,-8.768125534,0.520649254,-7.799837112,-3.804403305,-17.20705414,-1.767101526,-4.252030373,-1.614697933,-0.105566606,8.874632835,2.944931746,6.000935555,-4.624359608,-2.416875124
074.wav,0.15951778,0.042666238,1416.280103,1559.183471,2369.438227,0.087812215,-305.2122192,132.9983215,-25.10219002,22.25807953,-0.566188037,3.641808987,-4.770014286,-0.501071692,-0.539453208,5.08928299,-4.041747093,-3.087811947,-11.43531418,-4.50460577,-1.803803563,4.03471899,-1.089810371,1.332234383,-0.499400556,-1.27501297
075.wav,0.279357761,0.04400165,1394.193803,1613.123267,2503.047757,0.091963191,-300.1160889,137.7528992,-17.141119,25.7344532,10.0492754,10.43794823,0.71628809,3.064535379,-11.60110092,-1.573743582,-1.908101559,1.819347858,0.683215082,-1.769359708,-8.499080658,0.111488804,-1.925127029,1.669026017,-7.599696636,-0.186658353
076.wav,0.180330545,0.016864827,1535.806112,1855.994483,3056.025965,0.062472404,-395.0768738,113.0370712,-9.915615082,18.81136131,-9.785733223,0.066808186,-10.38561058,-4.873812199,-6.488569736,-8.72833252,-11.80750942,1.186326981,10.20416737,10.03836823,13.91687393,15.76993084,7.144347191,8.777349472,7.367176056,-1.876727819
077.wav,0.29388231,0.037494235,1538.541635,1771.763523,3023.053942,0.080512867,-253.2079773,136.7657471,-19.89370918,29.18208694,-5.097578049,-1.171134591,-8.846009254,4.155575275,-6.719063282,0.205689088,-10.39453888,-0.9170807,-1.211065888,1.470960736,-2.07747674,4.090333939,-5.485685825,1.06094861,-3.990144968,0.834082901
